,number,values_0,values_1,datetime_start,datetime_complete,duration,params_checks,params_n_ratio,params_nskip,params_trees,params_w1,params_w2,system_attrs_nsga2:generation,system_attrs_nsga2:parents,state
2150,2150,0.2300480998459182,2.634906053543091,2021-06-19 15:14:07.003686,2021-06-19 15:14:09.689294,0 days 00:00:02.685608,20,0.677855684755979,10,1,30,25,43,"[2083, 488]",COMPLETE
2151,2151,0.23167924173083473,2.612792491912842,2021-06-19 15:14:09.691335,2021-06-19 15:14:12.307629,0 days 00:00:02.616294,10,0.7492482924832433,10,6,30,26,43,"[960, 880]",COMPLETE
2152,2152,0.23252940027300445,2.7455570697784424,2021-06-19 15:14:12.309665,2021-06-19 15:14:15.058431,0 days 00:00:02.748766,20,0.7044121314824888,10,9,30,23,43,"[374, 2078]",COMPLETE
2153,2153,0.22872489480918087,2.6420834064483643,2021-06-19 15:14:15.060398,2021-06-19 15:14:17.705645,0 days 00:00:02.645247,20,0.7492482924832433,10,12,30,25,43,"[316, 1768]",COMPLETE
2154,2154,0.2955998295765101,2.7788639068603516,2021-06-19 15:14:17.707641,2021-06-19 15:14:20.489734,0 days 00:00:02.782093,10,0.7492482924832433,9,1,8,8,43,"[316, 960]",COMPLETE
2155,2155,0.2292539451060672,2.587235450744629,2021-06-19 15:14:20.491557,2021-06-19 15:14:23.081792,0 days 00:00:02.590235,20,0.7044121314824888,10,9,25,26,43,"[908, 908]",COMPLETE
2156,2156,0.23023909400646025,2.5525615215301514,2021-06-19 15:14:23.083361,2021-06-19 15:14:25.638936,0 days 00:00:02.555575,20,0.8047024443354969,10,1,24,26,43,"[1599, 1789]",COMPLETE
2157,2157,0.23298446358024452,2.6830146312713623,2021-06-19 15:14:25.640565,2021-06-19 15:14:28.326621,0 days 00:00:02.686056,20,0.7492482924832433,10,1,23,26,43,"[745, 2078]",COMPLETE
2158,2158,0.2765785960181687,3.3965744972229004,2021-06-19 15:14:28.328664,2021-06-19 15:14:31.728446,0 days 00:00:03.399782,20,0.8047024443354969,4,1,3,25,43,"[1006, 2048]",COMPLETE
2159,2159,0.2352423048131834,2.8183226585388184,2021-06-19 15:14:31.730534,2021-06-19 15:14:34.552473,0 days 00:00:02.821939,20,0.9302248620538043,10,1,17,26,43,"[993, 1599]",COMPLETE
2160,2160,0.22870769584235573,2.631394386291504,2021-06-19 15:14:34.554461,2021-06-19 15:14:37.189059,0 days 00:00:02.634598,20,0.8559310504664617,10,9,30,26,43,"[1851, 1246]",COMPLETE
2161,2161,0.2294334050659979,2.7300682067871094,2021-06-19 15:14:37.190976,2021-06-19 15:14:39.924060,0 days 00:00:02.733084,20,0.8047024443354969,10,1,24,25,43,"[2063, 1735]",COMPLETE
2162,2162,0.23193741969522538,2.6285762786865234,2021-06-19 15:14:39.925916,2021-06-19 15:14:42.557502,0 days 00:00:02.631586,20,0.7044121314824888,10,9,23,26,43,"[1851, 1219]",COMPLETE
2163,2163,0.2333501063943415,2.605802059173584,2021-06-19 15:14:42.559548,2021-06-19 15:14:45.168689,0 days 00:00:02.609141,20,0.7044121314824888,10,1,30,25,43,"[1984, 1218]",COMPLETE
2164,2164,0.23729227949685444,2.767850160598755,2021-06-19 15:14:45.170709,2021-06-19 15:14:47.941869,0 days 00:00:02.771160,20,0.7044121314824888,10,9,30,23,43,"[1416, 903]",COMPLETE
2165,2165,0.26580376770753267,2.6162056922912598,2021-06-19 15:14:47.943925,2021-06-19 15:14:50.563156,0 days 00:00:02.619231,20,0.6415492259649922,10,1,2,14,43,"[849, 1205]",COMPLETE
2166,2166,0.24481064312662856,2.7004194259643555,2021-06-19 15:14:50.565223,2021-06-19 15:14:53.268856,0 days 00:00:02.703633,20,0.8047024443354969,10,1,0,25,43,"[1389, 1312]",COMPLETE
2167,2167,0.2273792777473386,2.6065540313720703,2021-06-19 15:14:53.270880,2021-06-19 15:14:55.880635,0 days 00:00:02.609755,20,0.7044121314824888,10,9,28,26,43,"[908, 488]",COMPLETE
2168,2168,0.23338233501910796,2.7211248874664307,2021-06-19 15:14:55.882609,2021-06-19 15:14:58.606941,0 days 00:00:02.724332,60,0.7044121314824888,10,1,22,25,43,"[849, 1705]",COMPLETE
2169,2169,0.23075486077848398,2.5841310024261475,2021-06-19 15:14:58.608958,2021-06-19 15:15:01.196128,0 days 00:00:02.587170,20,0.7044121314824888,10,9,30,26,43,"[411, 1851]",COMPLETE
2170,2170,0.28414076941355393,2.587970018386841,2021-06-19 15:15:01.197788,2021-06-19 15:15:03.789298,0 days 00:00:02.591510,50,0.7492482924832433,10,1,2,9,43,"[488, 1246]",COMPLETE
2171,2171,0.25169565855756787,2.9225473403930664,2021-06-19 15:15:03.791315,2021-06-19 15:15:06.717168,0 days 00:00:02.925853,20,0.7044121314824888,7,1,6,26,43,"[1705, 647]",COMPLETE
2172,2172,0.23084557922263604,2.611163377761841,2021-06-19 15:15:06.719143,2021-06-19 15:15:09.333328,0 days 00:00:02.614185,20,0.7492482924832433,10,1,30,25,43,"[2100, 1046]",COMPLETE
2173,2173,0.23494204939456112,2.7708563804626465,2021-06-19 15:15:09.335187,2021-06-19 15:15:12.109088,0 days 00:00:02.773901,20,0.7044121314824888,10,9,30,24,43,"[1244, 1159]",COMPLETE
2174,2174,0.24885886126754203,2.7782020568847656,2021-06-19 15:15:12.111123,2021-06-19 15:15:14.892318,0 days 00:00:02.781195,20,0.7492482924832433,7,1,24,26,43,"[900, 900]",COMPLETE
2175,2175,0.24102407528650066,2.7804741859436035,2021-06-19 15:15:14.894352,2021-06-19 15:15:17.677827,0 days 00:00:02.783475,100,0.8047024443354969,10,1,30,20,43,"[2120, 2120]",COMPLETE
2176,2176,0.22837493669174108,2.5618090629577637,2021-06-19 15:15:17.679891,2021-06-19 15:15:20.245095,0 days 00:00:02.565204,20,0.8047024443354969,10,1,24,25,43,"[2063, 745]",COMPLETE
2177,2177,0.23011082113661518,2.711622714996338,2021-06-19 15:15:20.246959,2021-06-19 15:15:22.961454,0 days 00:00:02.714495,20,0.7044121314824888,10,1,30,24,43,"[1159, 1159]",COMPLETE
2178,2178,0.3191232505683177,9.441818237304688,2021-06-19 15:15:22.963427,2021-06-19 15:15:32.408424,0 days 00:00:09.444997,10,0.7044121314824888,0,9,30,26,43,"[374, 1028]",COMPLETE
2179,2179,0.29006975162220344,3.6579983234405518,2021-06-19 15:15:32.410454,2021-06-19 15:15:36.071818,0 days 00:00:03.661364,20,0.7044121314824888,3,1,30,26,43,"[1974, 908]",COMPLETE
2180,2180,0.23113189052826985,2.73249888420105,2021-06-19 15:15:36.073863,2021-06-19 15:15:38.809482,0 days 00:00:02.735619,30,0.7492482924832433,10,1,24,26,43,"[900, 900]",COMPLETE
2181,2181,0.23369707996948003,2.5971837043762207,2021-06-19 15:15:38.811504,2021-06-19 15:15:41.411710,0 days 00:00:02.600206,20,0.7044121314824888,10,9,30,26,43,"[411, 374]",COMPLETE
2182,2182,0.2296013523560443,2.7841873168945312,2021-06-19 15:15:41.413541,2021-06-19 15:15:44.200942,0 days 00:00:02.787401,20,0.7492482924832433,10,9,23,26,43,"[960, 411]",COMPLETE
2183,2183,0.34592553012418864,2.5560920238494873,2021-06-19 15:15:44.203007,2021-06-19 15:15:46.762365,0 days 00:00:02.559358,20,0.8047024443354969,10,1,9,5,43,"[1219, 647]",COMPLETE
2184,2184,0.22996752324925296,2.7265286445617676,2021-06-19 15:15:46.764428,2021-06-19 15:15:49.494030,0 days 00:00:02.729602,20,0.7044121314824888,10,9,30,25,43,"[374, 1826]",COMPLETE
2185,2185,0.24025819689774444,2.545321464538574,2021-06-19 15:15:49.496052,2021-06-19 15:15:52.044388,0 days 00:00:02.548336,20,0.7044121314824888,10,1,4,26,43,"[2083, 2083]",COMPLETE
2186,2186,inf,inf,2021-06-19 15:15:52.046342,2021-06-19 15:15:53.033202,0 days 00:00:00.986860,10,0.5561528964453682,3,1,30,27,43,"[1246, 2120]",COMPLETE
2187,2187,0.23104015687940008,2.8369619846343994,2021-06-19 15:15:53.037067,2021-06-19 15:15:55.888099,0 days 00:00:02.851032,20,0.7259167498980645,10,11,30,25,43,"[1006, 1674]",COMPLETE
2188,2188,0.23352108213993705,2.6156723499298096,2021-06-19 15:15:55.889842,2021-06-19 15:15:58.508731,0 days 00:00:02.618889,20,0.7492482924832433,9,1,30,25,43,"[880, 1159]",COMPLETE
2189,2189,0.2327918502656476,2.5545217990875244,2021-06-19 15:15:58.510304,2021-06-19 15:16:01.067882,0 days 00:00:02.557578,20,0.7044121314824888,10,1,30,25,43,"[1344, 1244]",COMPLETE
2190,2190,0.232186600446586,2.7494866847991943,2021-06-19 15:16:01.069769,2021-06-19 15:16:03.822446,0 days 00:00:02.752677,40,0.8047024443354969,10,6,23,26,43,"[1768, 647]",COMPLETE
2191,2191,0.275836923272335,2.55094838142395,2021-06-19 15:16:03.824500,2021-06-19 15:16:06.378474,0 days 00:00:02.553974,20,0.7492482924832433,10,1,23,8,43,"[2078, 2078]",COMPLETE
2192,2192,0.23644249271850512,2.6947343349456787,2021-06-19 15:16:06.380541,2021-06-19 15:16:09.078458,0 days 00:00:02.697917,20,0.590122334297551,10,1,30,25,43,"[2048, 1244]",COMPLETE
2193,2193,0.22960734097051935,2.617826223373413,2021-06-19 15:16:09.080484,2021-06-19 15:16:11.701701,0 days 00:00:02.621217,20,0.7492482924832433,10,9,26,26,43,"[411, 1768]",COMPLETE
2194,2194,0.23247318741204662,2.563624858856201,2021-06-19 15:16:11.703466,2021-06-19 15:16:14.270292,0 days 00:00:02.566826,20,0.6314298039943483,10,1,23,26,43,"[374, 1219]",COMPLETE
2195,2195,0.23187667183896912,2.7800474166870117,2021-06-19 15:16:14.272347,2021-06-19 15:16:17.055453,0 days 00:00:02.783106,20,0.7044121314824888,10,9,23,26,43,"[411, 411]",COMPLETE
2196,2196,0.243166025020802,2.626967668533325,2021-06-19 15:16:17.057072,2021-06-19 15:16:19.687263,0 days 00:00:02.630191,20,0.7044121314824888,10,1,5,26,43,"[1656, 647]",COMPLETE
2197,2197,0.22980252075684493,2.690560817718506,2021-06-19 15:16:19.688852,2021-06-19 15:16:22.382425,0 days 00:00:02.693573,20,0.7492482924832433,10,7,23,26,43,"[2078, 2078]",COMPLETE
2198,2198,inf,inf,2021-06-19 15:16:22.384022,2021-06-19 15:16:22.776872,0 days 00:00:00.392850,20,0.49935221914166167,6,1,23,25,43,"[647, 1984]",COMPLETE
2199,2199,0.23729935025182,2.573413610458374,2021-06-19 15:16:22.780005,2021-06-19 15:16:25.360334,0 days 00:00:02.580329,10,0.7044121314824888,10,1,30,27,43,"[1745, 1159]",COMPLETE
2200,2200,0.25345618490641003,2.6780049800872803,2021-06-19 15:16:25.362193,2021-06-19 15:17:39.295278,0 days 00:01:13.933085,20,0.7044121314824888,8,1,30,21,44,"[1929, 1244]",COMPLETE
2201,2201,0.2688251330686293,2.568523406982422,2021-06-19 15:17:39.298526,2021-06-19 15:17:41.871166,0 days 00:00:02.572640,20,0.6311119834425063,10,1,2,14,44,"[1205, 1205]",COMPLETE
2202,2202,0.2358257935860452,2.6248080730438232,2021-06-19 15:17:41.873209,2021-06-19 15:17:44.501096,0 days 00:00:02.627887,20,0.8047024443354969,9,1,24,25,44,"[2176, 2176]",COMPLETE
2203,2203,0.2285914108087477,2.6799535751342773,2021-06-19 15:17:44.503087,2021-06-19 15:17:47.186131,0 days 00:00:02.683044,20,0.8047024443354969,10,1,24,25,44,"[1312, 2083]",COMPLETE
2204,2204,0.23203801007593905,2.541046142578125,2021-06-19 15:17:47.188139,2021-06-19 15:17:49.732270,0 days 00:00:02.544131,20,0.7044121314824888,10,1,30,25,44,"[1006, 1745]",COMPLETE
2205,2205,0.23310090742383935,2.758070707321167,2021-06-19 15:17:49.734258,2021-06-19 15:17:52.495525,0 days 00:00:02.761267,70,0.7044121314824888,10,1,30,26,44,"[1984, 2083]",COMPLETE
2206,2206,0.2791678092383126,2.6223630905151367,2021-06-19 15:17:52.497568,2021-06-19 15:17:55.123395,0 days 00:00:02.625827,20,0.7044121314824888,10,2,26,6,44,"[1851, 1745]",COMPLETE
2207,2207,inf,inf,2021-06-19 15:17:55.125034,2021-06-19 15:17:55.544717,0 days 00:00:00.419683,20,0.533899665858434,10,10,20,26,44,"[374, 1006]",COMPLETE
2208,2208,0.2305890439930609,2.750274896621704,2021-06-19 15:17:55.551508,2021-06-19 15:17:58.310716,0 days 00:00:02.759208,80,0.7044121314824888,10,1,30,25,44,"[1656, 2063]",COMPLETE
2209,2209,0.2305219972798663,2.5154013633728027,2021-06-19 15:17:58.312336,2021-06-19 15:18:00.831155,0 days 00:00:02.518819,20,0.7044121314824888,10,1,24,26,44,"[1735, 2083]",COMPLETE
2210,2210,0.22768682742833934,2.639116048812866,2021-06-19 15:18:00.832870,2021-06-19 15:18:03.475010,0 days 00:00:02.642140,20,0.7044121314824888,10,4,30,25,44,"[1006, 1006]",COMPLETE
2211,2211,inf,inf,2021-06-19 15:18:03.476992,2021-06-19 15:18:03.802597,0 days 00:00:00.325605,10,0.4677657807873519,10,9,30,25,44,"[1218, 1705]",COMPLETE
2212,2212,0.2375263630698205,2.6945641040802,2021-06-19 15:18:03.805640,2021-06-19 15:18:06.507660,0 days 00:00:02.702020,10,0.7044121314824888,10,1,9,25,44,"[1006, 745]",COMPLETE
2213,2213,0.2314715041109868,2.586552619934082,2021-06-19 15:18:06.509744,2021-06-19 15:18:09.099493,0 days 00:00:02.589749,20,0.775837870117549,10,5,30,25,44,"[1826, 1735]",COMPLETE
2214,2214,0.2310403957724508,2.677731990814209,2021-06-19 15:18:09.101574,2021-06-19 15:18:11.782455,0 days 00:00:02.680881,20,0.8047024443354969,10,1,30,26,44,"[1789, 1219]",COMPLETE
2215,2215,0.22713573174960583,2.6253042221069336,2021-06-19 15:18:11.784305,2021-06-19 15:18:14.412799,0 days 00:00:02.628494,20,0.8047024443354969,10,15,23,25,44,"[647, 1416]",COMPLETE
2216,2216,0.22897094136541649,2.7294468879699707,2021-06-19 15:18:14.414811,2021-06-19 15:18:17.147334,0 days 00:00:02.732523,20,0.7044121314824888,10,9,30,26,44,"[1006, 1851]",COMPLETE
2217,2217,0.27041494303201563,3.109758138656616,2021-06-19 15:18:17.149387,2021-06-19 15:18:20.262559,0 days 00:00:03.113172,20,0.7492482924832433,5,1,13,26,44,"[1246, 900]",COMPLETE
2218,2218,0.2589493037721328,2.649362087249756,2021-06-19 15:18:20.264402,2021-06-19 15:18:22.917071,0 days 00:00:02.652669,20,0.7492482924832433,10,16,30,15,44,"[1674, 900]",COMPLETE
2219,2219,0.22923324445242532,2.781822443008423,2021-06-19 15:18:22.918914,2021-06-19 15:18:25.703967,0 days 00:00:02.785053,70,0.7492482924832433,10,6,30,25,44,"[1674, 1735]",COMPLETE
2220,2220,0.23236605247958125,2.63181209564209,2021-06-19 15:18:25.705992,2021-06-19 15:18:28.340851,0 days 00:00:02.634859,20,0.8047024443354969,10,1,24,25,44,"[2176, 1745]",COMPLETE
2221,2221,0.22910729839909333,2.7370035648345947,2021-06-19 15:18:28.342881,2021-06-19 15:18:31.082953,0 days 00:00:02.740072,20,0.8047024443354969,10,1,24,25,44,"[2063, 1745]",COMPLETE
2222,2222,0.2552180892957172,2.811129093170166,2021-06-19 15:18:31.084990,2021-06-19 15:18:33.899384,0 days 00:00:02.814394,20,0.7492482924832433,7,1,30,25,44,"[1656, 2100]",COMPLETE
2223,2223,0.23050145478407577,2.578263998031616,2021-06-19 15:18:33.901488,2021-06-19 15:18:36.482865,0 days 00:00:02.581377,20,0.8047024443354969,10,1,30,26,44,"[2048, 374]",COMPLETE
2224,2224,0.23081059001637905,2.672304153442383,2021-06-19 15:18:36.484939,2021-06-19 15:18:39.160361,0 days 00:00:02.675422,20,0.7044121314824888,10,1,30,25,44,"[2100, 1246]",COMPLETE
2225,2225,0.23174226845005588,2.6397545337677,2021-06-19 15:18:39.162382,2021-06-19 15:18:41.805387,0 days 00:00:02.643005,0,0.7492482924832433,10,1,30,25,44,"[488, 1735]",COMPLETE
2226,2226,0.23028879337691266,2.7653582096099854,2021-06-19 15:18:41.807320,2021-06-19 15:18:44.575898,0 days 00:00:02.768578,20,0.7492482924832433,10,6,21,26,44,"[1768, 900]",COMPLETE
2227,2227,0.23200376629810074,2.5298125743865967,2021-06-19 15:18:44.577802,2021-06-19 15:18:47.110830,0 days 00:00:02.533028,30,0.7492482924832433,10,1,23,26,44,"[1219, 1028]",COMPLETE
2228,2228,0.29970411546381487,4.6828999519348145,2021-06-19 15:18:47.112744,2021-06-19 15:18:51.799008,0 days 00:00:04.686264,20,0.7492482924832433,2,12,30,26,44,"[1046, 1897]",COMPLETE
2229,2229,0.22676305783577644,2.587334394454956,2021-06-19 15:18:51.800756,2021-06-19 15:18:54.391553,0 days 00:00:02.590797,20,0.8047024443354969,10,1,30,25,44,"[2176, 488]",COMPLETE
2230,2230,0.23108461713585146,2.599823236465454,2021-06-19 15:18:54.393628,2021-06-19 15:18:56.996403,0 days 00:00:02.602775,20,0.7492482924832433,10,6,30,26,44,"[1768, 1768]",COMPLETE
2231,2231,0.2315087057076962,2.717525005340576,2021-06-19 15:18:56.998460,2021-06-19 15:18:59.719155,0 days 00:00:02.720695,20,0.7492482924832433,10,1,30,25,44,"[2100, 1135]",COMPLETE
2232,2232,0.23286797132086454,2.6138670444488525,2021-06-19 15:18:59.721223,2021-06-19 15:19:02.338522,0 days 00:00:02.617299,10,0.7044121314824888,10,1,30,25,44,"[316, 374]",COMPLETE
2233,2233,0.29209424185746213,3.863980531692505,2021-06-19 15:19:02.340587,2021-06-19 15:19:06.207774,0 days 00:00:03.867187,20,0.8047024443354969,3,1,24,25,44,"[1727, 2063]",COMPLETE
2234,2234,0.23032326305610376,2.5778889656066895,2021-06-19 15:19:06.209815,2021-06-19 15:19:08.790733,0 days 00:00:02.580918,20,0.8697601866009144,10,1,30,25,44,"[1735, 1735]",COMPLETE
2235,2235,0.2547880899342923,3.1353938579559326,2021-06-19 15:19:08.792536,2021-06-19 15:19:11.931150,0 days 00:00:03.138614,20,0.9982752751648782,10,1,30,26,44,"[1984, 1046]",COMPLETE
2236,2236,0.2334776028119208,2.670285940170288,2021-06-19 15:19:11.932889,2021-06-19 15:19:14.606444,0 days 00:00:02.673555,90,0.7044121314824888,10,9,30,25,44,"[903, 2060]",COMPLETE
2237,2237,0.296074688710737,2.6144661903381348,2021-06-19 15:19:14.608376,2021-06-19 15:19:17.226075,0 days 00:00:02.617699,20,0.7044121314824888,10,9,24,10,44,"[2083, 1244]",COMPLETE
2238,2238,0.2744668300778733,3.4619994163513184,2021-06-19 15:19:17.228149,2021-06-19 15:19:20.693437,0 days 00:00:03.465288,20,0.7492482924832433,4,1,25,26,44,"[900, 880]",COMPLETE
2239,2239,0.23559422344856856,2.5757904052734375,2021-06-19 15:19:20.695318,2021-06-19 15:19:23.274322,0 days 00:00:02.579004,20,0.8047024443354969,10,1,24,29,44,"[1599, 1312]",COMPLETE
2240,2240,0.2936664521815532,3.7905077934265137,2021-06-19 15:19:23.276266,2021-06-19 15:19:27.070003,0 days 00:00:03.793737,10,0.7492482924832433,3,1,30,25,44,"[1389, 1219]",COMPLETE
2241,2241,0.26508048084713226,2.9127185344696045,2021-06-19 15:19:27.071629,2021-06-19 15:19:29.987590,0 days 00:00:02.915961,10,0.7492482924832433,6,1,30,25,44,"[1389, 880]",COMPLETE
2242,2242,0.23700263166624716,2.780451536178589,2021-06-19 15:19:29.989656,2021-06-19 15:19:32.773448,0 days 00:00:02.783792,20,0.7194989574657271,10,1,8,25,44,"[1246, 316]",COMPLETE
2243,2243,0.28678570107770646,3.765077590942383,2021-06-19 15:19:32.775467,2021-06-19 15:19:36.543868,0 days 00:00:03.768401,50,0.775837870117549,3,1,30,25,44,"[993, 1344]",COMPLETE
2244,2244,0.22958818345602913,2.573237419128418,2021-06-19 15:19:36.545914,2021-06-19 15:19:39.122331,0 days 00:00:02.576417,20,0.8047024443354969,10,1,24,25,44,"[1312, 1599]",COMPLETE
2245,2245,0.25431089731105566,3.024954319000244,2021-06-19 15:19:39.124401,2021-06-19 15:19:42.152602,0 days 00:00:03.028201,10,0.7492482924832433,7,9,30,25,44,"[1389, 908]",COMPLETE
2246,2246,0.23415590915724033,2.544135332107544,2021-06-19 15:19:42.154646,2021-06-19 15:19:44.702064,0 days 00:00:02.547418,10,0.7492482924832433,10,1,20,22,44,"[745, 1674]",COMPLETE
2247,2247,0.23036789177072847,2.8035476207733154,2021-06-19 15:19:44.704039,2021-06-19 15:19:47.510821,0 days 00:00:02.806782,40,0.7044121314824888,10,6,30,25,44,"[1246, 1674]",COMPLETE
2248,2248,0.2336300739724251,2.5859487056732178,2021-06-19 15:19:47.512831,2021-06-19 15:19:50.101868,0 days 00:00:02.589037,20,0.7492482924832433,10,1,23,26,44,"[1674, 2078]",COMPLETE
2249,2249,0.23501761519500955,2.720895528793335,2021-06-19 15:19:50.103938,2021-06-19 15:19:52.827961,0 days 00:00:02.724023,20,0.7044121314824888,10,1,22,26,44,"[1705, 1599]",COMPLETE
2250,2250,0.23171784907150292,2.568084716796875,2021-06-19 15:19:52.829815,2021-06-19 15:19:55.448390,0 days 00:00:02.618575,20,0.7044121314824888,10,1,30,26,45,"[1929, 993]",COMPLETE
2251,2251,0.2303766791824723,2.5385074615478516,2021-06-19 15:19:55.450134,2021-06-19 15:19:57.991744,0 days 00:00:02.541610,20,0.7044121314824888,10,1,24,26,45,"[1599, 1599]",COMPLETE
2252,2252,0.23381024555325816,2.714967727661133,2021-06-19 15:19:57.993751,2021-06-19 15:20:00.712049,0 days 00:00:02.718298,10,0.7044121314824888,10,3,30,25,45,"[1705, 1006]",COMPLETE
2253,2253,0.22941343900704855,2.655428171157837,2021-06-19 15:20:00.714140,2021-06-19 15:20:03.373048,0 days 00:00:02.658908,20,0.8047024443354969,10,15,24,25,45,"[2083, 2215]",COMPLETE
2254,2254,0.23358340171856945,2.6810083389282227,2021-06-19 15:20:03.375020,2021-06-19 15:20:06.059151,0 days 00:00:02.684131,20,0.7492482924832433,10,1,30,26,45,"[1674, 1219]",COMPLETE
2255,2255,0.24212824321725882,2.713991403579712,2021-06-19 15:20:06.061290,2021-06-19 15:20:08.778622,0 days 00:00:02.717332,30,0.7044121314824888,8,1,30,25,45,"[374, 1656]",COMPLETE
2256,2256,0.22765123196713422,2.578847646713257,2021-06-19 15:20:08.780528,2021-06-19 15:20:11.362356,0 days 00:00:02.581828,20,0.8047024443354969,10,1,30,25,45,"[2229, 2229]",COMPLETE
2257,2257,0.23310812896646435,2.806748628616333,2021-06-19 15:20:11.364466,2021-06-19 15:20:14.174604,0 days 00:00:02.810138,20,0.7492482924832433,10,15,17,26,45,"[2078, 488]",COMPLETE
2258,2258,0.2360696265218906,2.571387767791748,2021-06-19 15:20:14.176602,2021-06-19 15:20:16.751120,0 days 00:00:02.574518,20,0.7492482924832433,10,1,23,22,45,"[745, 2215]",COMPLETE
2259,2259,0.28642715465409724,3.524043560028076,2021-06-19 15:20:16.752947,2021-06-19 15:20:20.280281,0 days 00:00:03.527334,20,0.775837870117549,4,9,30,25,45,"[647, 1826]",COMPLETE
2260,2260,0.23211752182143172,2.556929111480713,2021-06-19 15:20:20.282269,2021-06-19 15:20:22.842310,0 days 00:00:02.560041,10,0.7492482924832433,10,1,24,25,45,"[1312, 1897]",COMPLETE
2261,2261,0.2334801192861237,2.6181111335754395,2021-06-19 15:20:22.844404,2021-06-19 15:20:25.465840,0 days 00:00:02.621436,10,0.8699812261318662,10,1,30,26,45,"[960, 1159]",COMPLETE
2262,2262,0.2341243291134545,2.705596685409546,2021-06-19 15:20:25.467871,2021-06-19 15:20:28.176956,0 days 00:00:02.709085,20,0.7492482924832433,10,1,30,25,45,"[880, 2060]",COMPLETE
2263,2263,0.22980331717982888,2.602747678756714,2021-06-19 15:20:28.179033,2021-06-19 15:20:30.785309,0 days 00:00:02.606276,20,0.7044121314824888,10,9,24,25,45,"[1826, 1599]",COMPLETE
2264,2264,0.23086724047693402,2.7781026363372803,2021-06-19 15:20:30.787351,2021-06-19 15:20:33.568662,0 days 00:00:02.781311,20,0.7044121314824888,10,9,30,26,45,"[1312, 1218]",COMPLETE
2265,2265,0.22929005123686375,2.544800043106079,2021-06-19 15:20:33.570632,2021-06-19 15:20:36.118768,0 days 00:00:02.548136,20,0.7044121314824888,10,1,23,26,45,"[1897, 1219]",COMPLETE
2266,2266,0.271682964686556,2.5950708389282227,2021-06-19 15:20:36.120615,2021-06-19 15:20:38.719019,0 days 00:00:02.598404,10,0.7492482924832433,10,4,30,7,45,"[880, 1205]",COMPLETE
2267,2267,0.2694030557649205,2.747572183609009,2021-06-19 15:20:38.720939,2021-06-19 15:20:41.471996,0 days 00:00:02.751057,30,0.7561459501557485,10,1,24,8,45,"[2063, 1599]",COMPLETE
2268,2268,0.22814047462097356,2.637187957763672,2021-06-19 15:20:41.473975,2021-06-19 15:20:44.114432,0 days 00:00:02.640457,90,0.8047024443354969,10,2,30,25,45,"[1416, 1705]",COMPLETE
2269,2269,inf,inf,2021-06-19 15:20:44.116493,2021-06-19 15:20:44.597400,0 days 00:00:00.480907,10,0.603627004462215,10,9,8,14,45,"[316, 316]",COMPLETE
2270,2270,0.2272239843271937,2.7584877014160156,2021-06-19 15:20:44.599888,2021-06-19 15:20:47.365970,0 days 00:00:02.766082,20,0.7044121314824888,10,1,30,25,45,"[1006, 1219]",COMPLETE
2271,2271,0.23265114514770394,2.5474047660827637,2021-06-19 15:20:47.367880,2021-06-19 15:20:49.918432,0 days 00:00:02.550552,20,0.8047024443354969,10,1,23,25,45,"[647, 2063]",COMPLETE
2272,2272,0.2310906684435878,2.7781190872192383,2021-06-19 15:20:49.920497,2021-06-19 15:20:52.701749,0 days 00:00:02.781252,20,0.7492482924832433,10,1,24,25,45,"[488, 1727]",COMPLETE
2273,2273,0.3185252296820801,2.68673038482666,2021-06-19 15:20:52.703665,2021-06-19 15:20:55.394016,0 days 00:00:02.690351,20,0.8047024443354969,10,15,24,1,45,"[900, 2215]",COMPLETE
2274,2274,0.231206153975837,2.6220431327819824,2021-06-19 15:20:55.396063,2021-06-19 15:20:58.021216,0 days 00:00:02.625153,20,0.7044121314824888,10,9,30,26,45,"[1218, 374]",COMPLETE
2275,2275,inf,inf,2021-06-19 15:20:58.022873,2021-06-19 15:20:58.170799,0 days 00:00:00.147926,20,0.386452046215502,10,1,24,25,45,"[840, 840]",COMPLETE
2276,2276,0.23740810575762794,2.768955945968628,2021-06-19 15:20:58.179978,2021-06-19 15:21:00.960339,0 days 00:00:02.780361,20,0.6476323116756185,10,1,30,26,45,"[900, 1745]",COMPLETE
2277,2277,0.2327519962370597,2.6208958625793457,2021-06-19 15:21:00.962375,2021-06-19 15:21:03.586422,0 days 00:00:02.624047,20,0.7044121314824888,10,1,30,26,45,"[1219, 1656]",COMPLETE
2278,2278,0.23091657467169266,2.800039768218994,2021-06-19 15:21:03.588490,2021-06-19 15:21:06.391690,0 days 00:00:02.803200,20,0.8047024443354969,10,9,30,26,45,"[1416, 908]",COMPLETE
2279,2279,0.2543134142589775,2.6250598430633545,2021-06-19 15:21:06.393656,2021-06-19 15:21:09.022199,0 days 00:00:02.628543,20,0.8047024443354969,10,9,24,16,45,"[1674, 2063]",COMPLETE
2280,2280,0.22804253326474946,2.7946114540100098,2021-06-19 15:21:09.024203,2021-06-19 15:21:11.821953,0 days 00:00:02.797750,20,0.7044121314824888,10,9,30,25,45,"[1244, 1929]",COMPLETE
2281,2281,0.288222662824785,3.4724199771881104,2021-06-19 15:21:11.823887,2021-06-19 15:21:15.299656,0 days 00:00:03.475769,20,0.8047024443354969,4,12,24,25,45,"[2063, 2083]",COMPLETE
