,number,values_0,values_1,datetime_start,datetime_complete,duration,params_checks,params_n_ratio,params_nskip,params_trees,params_w1,params_w2,system_attrs_nsga2:generation,system_attrs_nsga2:parents,state
4262,4262,0.22747997780021006,2.7997469902038574,2021-06-19 17:09:53.987899,2021-06-19 17:09:56.800799,0 days 00:00:02.812900,20,0.7044121314824888,10,9,30,26,85,"[2486, 1244]",COMPLETE
4263,4263,0.23010219067085158,2.639875888824463,2021-06-19 17:09:56.803686,2021-06-19 17:09:59.448903,0 days 00:00:02.645217,20,0.7044121314824888,10,9,30,25,85,"[1218, 2960]",COMPLETE
4264,4264,0.22787857929183677,2.8313281536102295,2021-06-19 17:09:59.451636,2021-06-19 17:10:02.288316,0 days 00:00:02.836680,20,0.7044121314824888,10,9,26,26,85,"[3256, 1218]",COMPLETE
4265,4265,0.2288268024712333,2.678562879562378,2021-06-19 17:10:02.290884,2021-06-19 17:10:04.975029,0 days 00:00:02.684145,10,0.7492482924832433,10,11,30,25,85,"[1735, 1028]",COMPLETE
4266,4266,0.22939707977851118,2.5904061794281006,2021-06-19 17:10:04.977784,2021-06-19 17:10:07.573690,0 days 00:00:02.595906,20,0.7044121314824888,10,1,30,26,85,"[3105, 2991]",COMPLETE
4267,4267,0.23149531659501346,2.7694339752197266,2021-06-19 17:10:07.576650,2021-06-19 17:10:10.351687,0 days 00:00:02.775037,60,0.7492482924832433,10,1,24,26,85,"[900, 3082]",COMPLETE
4268,4268,0.2689512352160248,2.624344825744629,2021-06-19 17:10:10.354122,2021-06-19 17:10:12.984004,0 days 00:00:02.629882,100,0.7044121314824888,10,1,30,11,85,"[3260, 3260]",COMPLETE
4269,4269,0.2323906741953802,2.5930747985839844,2021-06-19 17:10:12.986845,2021-06-19 17:10:15.585451,0 days 00:00:02.598606,20,0.7044121314824888,10,2,30,25,85,"[1656, 1929]",COMPLETE
4270,4270,0.23406565339689983,2.71297025680542,2021-06-19 17:10:15.588418,2021-06-19 17:10:18.306761,0 days 00:00:02.718343,20,0.7044121314824888,10,1,30,25,85,"[3260, 1735]",COMPLETE
4271,4271,0.2346662445532482,2.5714590549468994,2021-06-19 17:10:18.309513,2021-06-19 17:10:20.886349,0 days 00:00:02.576836,20,0.7492482924832433,10,1,24,26,85,"[1599, 1389]",COMPLETE
4272,4272,0.2319191394590445,2.748889446258545,2021-06-19 17:10:20.889093,2021-06-19 17:10:23.643312,0 days 00:00:02.754219,20,0.7492482924832433,10,9,30,25,85,"[3483, 1735]",COMPLETE
4273,4273,0.2308561219599093,2.601151704788208,2021-06-19 17:10:23.645978,2021-06-19 17:10:26.252465,0 days 00:00:02.606487,20,0.8047024443354969,10,1,24,26,85,"[3566, 2063]",COMPLETE
4274,4274,0.23806375486839987,2.5943756103515625,2021-06-19 17:10:26.255432,2021-06-19 17:10:28.855802,0 days 00:00:02.600370,20,0.7044121314824888,10,1,30,25,85,"[1135, 4236]",COMPLETE
4275,4275,0.28788020622297483,2.7249741554260254,2021-06-19 17:10:28.858677,2021-06-19 17:10:31.589136,0 days 00:00:02.730459,20,0.8047024443354969,10,1,23,6,85,"[1006, 647]",COMPLETE
4276,4276,0.23219769030917423,2.660630702972412,2021-06-19 17:10:31.592034,2021-06-19 17:10:34.258822,0 days 00:00:02.666788,60,0.9212192431013315,10,1,30,25,85,"[1246, 4236]",COMPLETE
4277,4277,0.24132630671521216,2.6281068325042725,2021-06-19 17:10:34.261480,2021-06-19 17:10:36.895338,0 days 00:00:02.633858,80,0.7044121314824888,10,1,18,30,85,"[1159, 1218]",COMPLETE
4278,4278,0.23354547078571478,2.722806215286255,2021-06-19 17:10:36.898256,2021-06-19 17:10:39.626786,0 days 00:00:02.728530,50,0.775837870117549,10,1,30,26,85,"[2229, 3566]",COMPLETE
4279,4279,0.2665453562120172,2.6091487407684326,2021-06-19 17:10:39.629597,2021-06-19 17:10:42.244394,0 days 00:00:02.614797,10,0.7492482924832433,10,1,30,11,85,"[745, 1745]",COMPLETE
4280,4280,0.31164877234193183,5.990312099456787,2021-06-19 17:10:42.247194,2021-06-19 17:10:48.243373,0 days 00:00:05.996179,20,0.8047024443354969,1,12,24,25,85,"[1135, 2063]",COMPLETE
4281,4281,0.2311567363532404,2.625054359436035,2021-06-19 17:10:48.246189,2021-06-19 17:10:50.876606,0 days 00:00:02.630417,80,0.603627004462215,10,1,24,26,85,"[3814, 3814]",COMPLETE
4282,4282,0.23095499655514534,2.640695333480835,2021-06-19 17:10:50.879495,2021-06-19 17:10:53.525735,0 days 00:00:02.646240,20,0.7100511651342796,10,15,24,25,85,"[900, 2762]",COMPLETE
4283,4283,0.2366081518184526,2.7447268962860107,2021-06-19 17:10:53.528248,2021-06-19 17:10:56.278569,0 days 00:00:02.750321,20,0.7492482924832433,10,1,28,25,85,"[1929, 1735]",COMPLETE
4284,4284,0.23386963395686913,2.5669074058532715,2021-06-19 17:10:56.281247,2021-06-19 17:10:58.853493,0 days 00:00:02.572246,20,0.7044121314824888,10,1,30,26,85,"[1218, 2991]",COMPLETE
4285,4285,0.29137685304544164,3.8936617374420166,2021-06-19 17:10:58.856408,2021-06-19 17:11:02.755653,0 days 00:00:03.899245,20,0.7044121314824888,3,9,24,26,85,"[900, 2862]",COMPLETE
4286,4286,0.22814320144426123,2.822930335998535,2021-06-19 17:11:02.758534,2021-06-19 17:11:05.586838,0 days 00:00:02.828304,30,0.7044121314824888,10,9,30,26,85,"[2963, 2963]",COMPLETE
4287,4287,0.2328035756043952,2.6191446781158447,2021-06-19 17:11:05.589614,2021-06-19 17:11:08.214461,0 days 00:00:02.624847,20,0.8157414028575296,10,8,26,25,85,"[4236, 3256]",COMPLETE
4288,4288,0.2286935603553048,2.7634377479553223,2021-06-19 17:11:08.217351,2021-06-19 17:11:10.986194,0 days 00:00:02.768843,20,0.7044121314824888,10,9,26,26,85,"[411, 3307]",COMPLETE
4289,4289,0.2345257968767848,2.6406972408294678,2021-06-19 17:11:10.988808,2021-06-19 17:11:13.634704,0 days 00:00:02.645896,20,0.7044121314824888,10,1,30,25,85,"[1929, 1929]",COMPLETE
4290,4290,0.23616124018300408,2.645299196243286,2021-06-19 17:11:13.637459,2021-06-19 17:11:16.288405,0 days 00:00:02.650946,20,0.775837870117549,9,1,30,26,85,"[1974, 2862]",COMPLETE
4291,4291,0.22923249384143568,2.7430880069732666,2021-06-19 17:11:16.291079,2021-06-19 17:11:19.039756,0 days 00:00:02.748677,70,0.7492482924832433,10,1,30,25,85,"[880, 1006]",COMPLETE
4292,4292,0.23209355213728505,2.5793933868408203,2021-06-19 17:11:19.042656,2021-06-19 17:11:21.627637,0 days 00:00:02.584981,20,0.7492482924832433,10,1,28,25,85,"[1897, 3100]",COMPLETE
4293,4293,0.23111330002809807,2.828360080718994,2021-06-19 17:11:21.630571,2021-06-19 17:11:24.464438,0 days 00:00:02.833867,20,0.9305790123315569,10,1,26,26,85,"[3256, 2209]",COMPLETE
4294,4294,0.22990928196885413,2.6318016052246094,2021-06-19 17:11:24.467230,2021-06-19 17:11:27.104608,0 days 00:00:02.637378,20,0.7044121314824888,10,15,26,25,85,"[3483, 3256]",COMPLETE
4295,4295,0.2322855446689723,2.6658096313476562,2021-06-19 17:11:27.107445,2021-06-19 17:11:29.778764,0 days 00:00:02.671319,20,0.7044121314824888,10,9,22,26,85,"[849, 411]",COMPLETE
4296,4296,0.30593118633233435,5.62019944190979,2021-06-19 17:11:29.781694,2021-06-19 17:11:35.407743,0 days 00:00:05.626049,20,0.603627004462215,1,1,8,25,85,"[900, 316]",COMPLETE
4297,4297,inf,inf,2021-06-19 17:11:35.410244,2021-06-19 17:11:35.591709,0 days 00:00:00.181465,20,0.44162700426439183,10,1,24,11,85,"[3814, 3195]",COMPLETE
4298,4298,0.23280893781506062,2.594708204269409,2021-06-19 17:11:35.596912,2021-06-19 17:11:38.209158,0 days 00:00:02.612246,20,0.7044121314824888,10,1,30,25,85,"[2209, 3483]",COMPLETE
4299,4299,0.22919118951564033,2.8440372943878174,2021-06-19 17:11:38.211866,2021-06-19 17:11:41.061632,0 days 00:00:02.849766,10,0.7044121314824888,10,10,30,25,85,"[1135, 1897]",COMPLETE
4300,4300,0.22740539696444273,2.60068416595459,2021-06-19 17:11:41.064433,2021-06-19 17:12:54.726428,0 days 00:01:13.661995,20,0.7044121314824888,10,9,30,25,86,"[1244, 3100]",COMPLETE
4301,4301,0.23010830851972064,2.598048686981201,2021-06-19 17:12:54.731246,2021-06-19 17:12:57.337029,0 days 00:00:02.605783,10,0.7492482924832433,10,9,30,25,86,"[1244, 1389]",COMPLETE
4302,4302,0.23245231339150796,2.7627248764038086,2021-06-19 17:12:57.339913,2021-06-19 17:13:00.108073,0 days 00:00:02.768160,20,0.7044121314824888,10,9,30,25,86,"[3483, 1656]",COMPLETE
4303,4303,0.23015413452160405,2.722606658935547,2021-06-19 17:13:00.110960,2021-06-19 17:13:02.839144,0 days 00:00:02.728184,20,0.775837870117549,10,16,30,25,86,"[2991, 2960]",COMPLETE
4304,4304,0.23109000753574546,2.738814353942871,2021-06-19 17:13:02.842028,2021-06-19 17:13:05.586702,0 days 00:00:02.744674,10,0.811600819533461,10,1,30,25,86,"[1246, 3195]",COMPLETE
4305,4305,0.2329242836269636,2.6121985912323,2021-06-19 17:13:05.589516,2021-06-19 17:13:08.207114,0 days 00:00:02.617598,20,0.775837870117549,10,1,24,26,86,"[3814, 1974]",COMPLETE
4306,4306,0.2295465847918942,2.647193193435669,2021-06-19 17:13:08.209996,2021-06-19 17:13:10.862798,0 days 00:00:02.652802,20,0.7044121314824888,10,12,30,25,86,"[3483, 908]",COMPLETE
4307,4307,0.23503919729017922,2.679743766784668,2021-06-19 17:13:10.865575,2021-06-19 17:13:13.550863,0 days 00:00:02.685288,20,0.7492482924832433,10,1,30,25,86,"[880, 2078]",COMPLETE
4308,4308,0.22981886089292633,2.5849738121032715,2021-06-19 17:13:13.553510,2021-06-19 17:13:16.143952,0 days 00:00:02.590442,20,0.7044121314824888,10,1,30,26,86,"[2465, 1599]",COMPLETE
4309,4309,0.29718426409414445,3.3660457134246826,2021-06-19 17:13:16.146739,2021-06-19 17:13:19.519029,0 days 00:00:03.372290,10,0.8047024443354969,4,1,24,19,86,"[1897, 1312]",COMPLETE
4310,4310,0.31307157546575115,2.7170825004577637,2021-06-19 17:13:19.521891,2021-06-19 17:13:22.244633,0 days 00:00:02.722742,20,0.7100511651342796,10,1,22,6,86,"[2762, 4236]",COMPLETE
4311,4311,0.23755668543322778,2.617616891860962,2021-06-19 17:13:22.247442,2021-06-19 17:13:24.870661,0 days 00:00:02.623219,20,0.7619468645972747,10,1,30,26,86,"[3082, 3105]",COMPLETE
4312,4312,0.3059506795332751,5.592689275741577,2021-06-19 17:13:24.873558,2021-06-19 17:13:30.471805,0 days 00:00:05.598247,20,0.7492482924832433,1,1,30,26,86,"[1028, 3256]",COMPLETE
4313,4313,0.23100703415495363,2.6238205432891846,2021-06-19 17:13:30.474646,2021-06-19 17:13:33.104074,0 days 00:00:02.629428,20,0.7044121314824888,10,10,30,25,86,"[2078, 1246]",COMPLETE
4314,4314,0.2680815529595089,2.5580077171325684,2021-06-19 17:13:33.106592,2021-06-19 17:13:35.669907,0 days 00:00:02.563315,20,0.7044121314824888,10,1,2,14,86,"[1205, 1205]",COMPLETE
4315,4315,0.2316873540272017,2.7441744804382324,2021-06-19 17:13:35.672774,2021-06-19 17:13:38.422658,0 days 00:00:02.749884,10,0.7044121314824888,10,13,18,25,86,"[1244, 1389]",COMPLETE
4316,4316,0.23228844828687237,2.6096129417419434,2021-06-19 17:13:38.425394,2021-06-19 17:13:41.040392,0 days 00:00:02.614998,20,0.8047024443354969,10,1,24,25,86,"[2063, 2063]",COMPLETE
4317,4317,0.31358139347165714,5.854650259017944,2021-06-19 17:13:41.043258,2021-06-19 17:13:46.903550,0 days 00:00:05.860292,10,0.7492482924832433,1,11,30,25,86,"[1028, 1745]",COMPLETE
4318,4318,0.27689882906439717,2.622337579727173,2021-06-19 17:13:46.906462,2021-06-19 17:13:49.534336,0 days 00:00:02.627874,10,0.7044121314824888,10,9,30,9,86,"[3307, 1246]",COMPLETE
4319,4319,0.26030858087492126,2.8985393047332764,2021-06-19 17:13:49.537002,2021-06-19 17:13:52.441160,0 days 00:00:02.904158,20,0.7044121314824888,6,1,30,26,86,"[2465, 3307]",COMPLETE
4320,4320,0.23256106606500482,2.709869623184204,2021-06-19 17:13:52.444057,2021-06-19 17:13:55.159287,0 days 00:00:02.715230,10,0.7044121314824888,10,1,28,25,86,"[3511, 2659]",COMPLETE
4321,4321,0.2532495248996111,2.8718886375427246,2021-06-19 17:13:55.162161,2021-06-19 17:13:58.039679,0 days 00:00:02.877518,0,0.7492482924832433,7,1,24,26,86,"[2209, 1897]",COMPLETE
4322,4322,0.22869667703239296,2.782663583755493,2021-06-19 17:13:58.042578,2021-06-19 17:14:00.830671,0 days 00:00:02.788093,10,0.7492482924832433,10,9,30,26,86,"[880, 3256]",COMPLETE
4323,4323,0.29121750737787977,3.411489963531494,2021-06-19 17:14:00.833556,2021-06-19 17:14:04.250941,0 days 00:00:03.417385,80,0.7044121314824888,4,1,30,25,86,"[2465, 1735]",COMPLETE
4324,4324,0.2948244348358383,4.130007743835449,2021-06-19 17:14:04.253470,2021-06-19 17:14:08.389031,0 days 00:00:04.135561,50,0.7100511651342796,3,15,24,25,86,"[2762, 2659]",COMPLETE
4325,4325,0.2326986527117413,2.5842227935791016,2021-06-19 17:14:08.391437,2021-06-19 17:14:10.981257,0 days 00:00:02.589820,50,0.7044121314824888,10,1,30,26,86,"[3100, 3105]",COMPLETE
4326,4326,0.23015834386385442,2.601652145385742,2021-06-19 17:14:10.983676,2021-06-19 17:14:13.590828,0 days 00:00:02.607152,20,0.6687327343554937,10,1,26,26,86,"[411, 1599]",COMPLETE
4327,4327,0.2331701457253761,2.713465690612793,2021-06-19 17:14:13.593573,2021-06-19 17:14:16.312488,0 days 00:00:02.718915,20,0.7044121314824888,10,1,30,25,86,"[2862, 1135]",COMPLETE
4328,4328,0.22898291146547253,2.6007957458496094,2021-06-19 17:14:16.315034,2021-06-19 17:14:18.921230,0 days 00:00:02.606196,20,0.7044121314824888,10,9,26,25,86,"[1656, 411]",COMPLETE
4329,4329,0.232669471754141,2.563389778137207,2021-06-19 17:14:18.924152,2021-06-19 17:14:21.492959,0 days 00:00:02.568807,30,0.7044121314824888,10,1,30,23,86,"[2963, 849]",COMPLETE
4330,4330,0.23391539255621152,2.6966726779937744,2021-06-19 17:14:21.495565,2021-06-19 17:14:24.197952,0 days 00:00:02.702387,50,0.685454214359507,10,1,30,26,86,"[2960, 3566]",COMPLETE
4331,4331,0.22941531010600014,2.527155637741089,2021-06-19 17:14:24.200627,2021-06-19 17:14:26.733223,0 days 00:00:02.532596,20,0.775837870117549,10,1,30,26,86,"[3566, 2078]",COMPLETE
4332,4332,0.2281110420954463,2.7971434593200684,2021-06-19 17:14:26.736131,2021-06-19 17:14:29.538780,0 days 00:00:02.802649,30,0.7932331931186425,10,9,30,26,86,"[2963, 1599]",COMPLETE
4333,4333,0.2869983077067767,2.6438279151916504,2021-06-19 17:14:29.541246,2021-06-19 17:14:32.190627,0 days 00:00:02.649381,30,0.7044121314824888,10,9,30,10,86,"[2963, 1244]",COMPLETE
4334,4334,0.281279161333496,2.604515790939331,2021-06-19 17:14:32.193360,2021-06-19 17:14:34.803552,0 days 00:00:02.610192,20,0.7044121314824888,10,1,30,8,86,"[1218, 1929]",COMPLETE
4335,4335,0.23639185333771925,2.814656972885132,2021-06-19 17:14:34.806833,2021-06-19 17:14:37.627277,0 days 00:00:02.820444,20,0.7044121314824888,9,1,30,25,86,"[3260, 411]",COMPLETE
4336,4336,0.2691145233668599,2.657520055770874,2021-06-19 17:14:37.630132,2021-06-19 17:14:40.293281,0 days 00:00:02.663149,20,0.7044121314824888,10,9,4,14,86,"[1205, 2960]",COMPLETE
4337,4337,0.23550185628996906,2.5454349517822266,2021-06-19 17:14:40.296113,2021-06-19 17:14:42.847120,0 days 00:00:02.551007,60,0.7044121314824888,10,1,30,25,86,"[3260, 1974]",COMPLETE
4338,4338,0.23697201475595953,2.7155568599700928,2021-06-19 17:14:42.850048,2021-06-19 17:14:45.571178,0 days 00:00:02.721130,20,0.7044121314824888,10,1,9,25,86,"[1244, 3260]",COMPLETE
4339,4339,0.22780646285878128,2.5965614318847656,2021-06-19 17:14:45.574061,2021-06-19 17:14:48.176098,0 days 00:00:02.602037,20,0.8047024443354969,10,1,23,26,86,"[1897, 647]",COMPLETE
4340,4340,0.23014768896005416,2.7231948375701904,2021-06-19 17:14:48.178887,2021-06-19 17:14:50.907649,0 days 00:00:02.728762,20,0.7044121314824888,10,1,30,25,86,"[2063, 1135]",COMPLETE
4341,4341,0.23162150310377685,2.583407402038574,2021-06-19 17:14:50.910422,2021-06-19 17:14:53.499424,0 days 00:00:02.589002,30,0.7044121314824888,10,1,30,25,86,"[1897, 1246]",COMPLETE
4342,4342,0.23021892017365567,2.586686372756958,2021-06-19 17:14:53.502258,2021-06-19 17:14:56.094433,0 days 00:00:02.592175,20,0.775837870117549,10,1,30,25,86,"[3082, 1389]",COMPLETE
4343,4343,0.23406444936688908,2.7526350021362305,2021-06-19 17:14:56.096911,2021-06-19 17:14:58.854889,0 days 00:00:02.757978,20,0.7044121314824888,10,1,30,26,86,"[2960, 3105]",COMPLETE
4344,4344,inf,inf,2021-06-19 17:14:58.857432,2021-06-19 17:14:59.159849,0 days 00:00:00.302417,20,0.5415632801175027,10,1,30,26,86,"[3566, 2229]",COMPLETE
4345,4345,0.3065380889905795,5.656336307525635,2021-06-19 17:14:59.168884,2021-06-19 17:15:04.842158,0 days 00:00:05.673274,20,0.7044121314824888,1,8,12,26,86,"[411, 3256]",COMPLETE
4346,4346,0.2324981786407515,2.59208607673645,2021-06-19 17:15:04.844899,2021-06-19 17:15:07.442487,0 days 00:00:02.597588,10,0.7044121314824888,10,1,30,25,86,"[2659, 1745]",COMPLETE
4347,4347,0.2314497358409148,2.7580406665802,2021-06-19 17:15:07.445057,2021-06-19 17:15:10.208570,0 days 00:00:02.763513,20,0.7044121314824888,10,1,26,26,86,"[411, 1735]",COMPLETE
4348,4348,0.24062968649491623,2.7075865268707275,2021-06-19 17:15:10.211298,2021-06-19 17:15:12.924568,0 days 00:00:02.713270,60,0.6595993622142478,10,1,30,30,86,"[1028, 4258]",COMPLETE
4349,4349,0.23165996194279334,2.79738187789917,2021-06-19 17:15:12.927389,2021-06-19 17:15:15.730435,0 days 00:00:02.803046,20,0.8560510165787099,10,1,30,25,86,"[1135, 2991]",COMPLETE
4350,4350,inf,inf,2021-06-19 17:15:15.733271,2021-06-19 17:15:15.980303,0 days 00:00:00.247032,20,0.36963804371589576,9,1,30,26,87,"[1974, 3260]",COMPLETE
4351,4351,0.23461885524781695,2.591268301010132,2021-06-19 17:15:15.986287,2021-06-19 17:15:18.591188,0 days 00:00:02.604901,10,0.6415492259649922,10,5,24,23,87,"[849, 2762]",COMPLETE
4352,4352,0.22793666526907447,2.715630054473877,2021-06-19 17:15:18.594139,2021-06-19 17:15:21.315396,0 days 00:00:02.721257,20,0.7044121314824888,10,9,30,25,87,"[1897, 3483]",COMPLETE
4353,4353,0.23182383667024284,2.7661056518554688,2021-06-19 17:15:21.318142,2021-06-19 17:15:24.089917,0 days 00:00:02.771775,20,0.7044121314824888,10,1,27,25,87,"[3100, 1929]",COMPLETE
4354,4354,0.23080076714865183,2.590059757232666,2021-06-19 17:15:24.092536,2021-06-19 17:15:26.688116,0 days 00:00:02.595580,20,0.7044121314824888,10,1,30,26,87,"[2465, 1929]",COMPLETE
4355,4355,0.22717411741985602,2.7236974239349365,2021-06-19 17:15:26.690803,2021-06-19 17:15:29.420535,0 days 00:00:02.729732,20,0.7044121314824888,10,6,30,25,87,"[2762, 1006]",COMPLETE
4356,4356,0.22980806606907422,2.5998218059539795,2021-06-19 17:15:29.423375,2021-06-19 17:15:32.028903,0 days 00:00:02.605528,40,0.775837870117549,10,1,30,25,87,"[2991, 3511]",COMPLETE
4357,4357,0.2298562911464689,2.559157371520996,2021-06-19 17:15:32.031757,2021-06-19 17:15:34.596493,0 days 00:00:02.564736,10,0.603627004462215,10,1,26,26,87,"[3256, 316]",COMPLETE
4358,4358,0.24008423433539078,2.867318630218506,2021-06-19 17:15:34.599366,2021-06-19 17:15:37.472201,0 days 00:00:02.872835,10,0.7044121314824888,8,1,30,25,87,"[3100, 3100]",COMPLETE
4359,4359,0.23523326329069122,2.6020233631134033,2021-06-19 17:15:37.474976,2021-06-19 17:15:40.082968,0 days 00:00:02.607992,0,0.7044121314824888,10,1,30,26,87,"[3307, 1974]",COMPLETE
4360,4360,0.260775976330448,2.684074878692627,2021-06-19 17:15:40.085671,2021-06-19 17:15:42.776018,0 days 00:00:02.690347,70,0.7044121314824888,10,9,30,18,87,"[1244, 1159]",COMPLETE
4361,4361,0.23017557231696983,2.7423763275146484,2021-06-19 17:15:42.778957,2021-06-19 17:15:45.526841,0 days 00:00:02.747884,20,0.8047024443354969,10,1,30,25,87,"[1006, 2063]",COMPLETE
4362,4362,0.23351376179094704,2.576042890548706,2021-06-19 17:15:45.529749,2021-06-19 17:15:48.111452,0 days 00:00:02.581703,30,0.8047024443354969,10,1,22,23,87,"[1312, 849]",COMPLETE
4363,4363,inf,inf,2021-06-19 17:15:48.114325,2021-06-19 17:15:48.378577,0 days 00:00:00.264252,20,0.4776937848315361,10,9,30,26,87,"[3760, 411]",COMPLETE
4364,4364,0.2772695449098208,2.781092882156372,2021-06-19 17:15:48.385951,2021-06-19 17:15:51.181692,0 days 00:00:02.795741,20,0.775837870117549,10,1,30,8,87,"[1974, 1929]",COMPLETE
4365,4365,0.23276045896719647,2.6376612186431885,2021-06-19 17:15:51.184588,2021-06-19 17:15:53.827735,0 days 00:00:02.643147,20,0.7044121314824888,10,9,30,26,87,"[411, 2960]",COMPLETE
4366,4366,0.23135779002884557,2.5501840114593506,2021-06-19 17:15:53.830651,2021-06-19 17:15:56.386324,0 days 00:00:02.555673,20,0.7044121314824888,10,1,30,25,87,"[2960, 1745]",COMPLETE
4367,4367,0.2678606927254366,2.7157983779907227,2021-06-19 17:15:56.388925,2021-06-19 17:15:59.110149,0 days 00:00:02.721224,20,0.7044121314824888,10,1,2,14,87,"[4258, 1205]",COMPLETE
4368,4368,inf,inf,2021-06-19 17:15:59.113086,2021-06-19 17:15:59.768471,0 days 00:00:00.655385,20,0.5562522442000966,10,1,30,25,87,"[1006, 3760]",COMPLETE
4369,4369,0.2297231962505177,2.582463264465332,2021-06-19 17:15:59.771394,2021-06-19 17:16:02.360300,0 days 00:00:02.588906,20,0.7044121314824888,10,1,30,26,87,"[2960, 1974]",COMPLETE
4370,4370,0.2405875921549433,2.76436710357666,2021-06-19 17:16:02.363306,2021-06-19 17:16:05.134042,0 days 00:00:02.770736,30,0.7044121314824888,10,9,6,25,87,"[3256, 3483]",COMPLETE
4371,4371,0.23080255498640334,2.555960178375244,2021-06-19 17:16:05.136829,2021-06-19 17:16:07.698434,0 days 00:00:02.561605,10,0.8540345948527905,10,5,30,25,87,"[880, 900]",COMPLETE
4372,4372,0.2983850852361181,4.483805418014526,2021-06-19 17:16:07.701334,2021-06-19 17:16:12.190920,0 days 00:00:04.489586,10,0.8092908857566503,2,1,24,26,87,"[4331, 849]",COMPLETE
4373,4373,0.2310313079944778,2.6181724071502686,2021-06-19 17:16:12.193429,2021-06-19 17:16:14.817223,0 days 00:00:02.623794,20,0.7044121314824888,10,9,30,25,87,"[1218, 2991]",COMPLETE
4374,4374,0.23076568436187414,2.628859281539917,2021-06-19 17:16:14.820006,2021-06-19 17:16:17.454371,0 days 00:00:02.634365,20,0.7044121314824888,10,9,30,26,87,"[3260, 2862]",COMPLETE
4375,4375,0.27208701471458185,3.36163592338562,2021-06-19 17:16:17.456955,2021-06-19 17:16:20.824235,0 days 00:00:03.367280,20,0.7044121314824888,5,7,30,25,87,"[3195, 1656]",COMPLETE
4376,4376,0.24059602031598895,2.594745397567749,2021-06-19 17:16:20.826832,2021-06-19 17:16:23.427118,0 days 00:00:02.600286,20,0.603627004462215,10,9,8,26,87,"[316, 2862]",COMPLETE
4377,4377,0.23743933894008515,2.607642650604248,2021-06-19 17:16:23.429850,2021-06-19 17:16:26.043117,0 days 00:00:02.613267,20,0.7044121314824888,10,1,13,26,87,"[1599, 3760]",COMPLETE
4378,4378,0.23470433884646805,2.7046010494232178,2021-06-19 17:16:26.045797,2021-06-19 17:16:28.755945,0 days 00:00:02.710148,20,0.775837870117549,10,1,30,25,87,"[2991, 1312]",COMPLETE
4379,4379,0.23419977271040407,2.5455002784729004,2021-06-19 17:16:28.758607,2021-06-19 17:16:31.310246,0 days 00:00:02.551639,20,0.7492482924832433,10,1,24,26,87,"[900, 1735]",COMPLETE
4380,4380,0.2305954134320689,2.711677074432373,2021-06-19 17:16:31.313155,2021-06-19 17:16:34.030413,0 days 00:00:02.717258,20,0.7492482924832433,10,1,30,25,87,"[1246, 2078]",COMPLETE
4381,4381,0.26161021510023924,2.936058759689331,2021-06-19 17:16:34.033234,2021-06-19 17:16:36.974911,0 days 00:00:02.941677,20,0.7044121314824888,6,1,30,25,87,"[1656, 411]",COMPLETE
4382,4382,0.23159562485571017,2.6529314517974854,2021-06-19 17:16:36.977734,2021-06-19 17:16:39.636263,0 days 00:00:02.658529,20,0.7044121314824888,10,9,30,25,87,"[3483, 1735]",COMPLETE
4383,4383,0.22834615738977593,2.714630603790283,2021-06-19 17:16:39.639175,2021-06-19 17:16:42.360124,0 days 00:00:02.720949,20,0.7044121314824888,10,1,25,26,87,"[849, 2465]",COMPLETE
4384,4384,0.27866960567394844,2.5820627212524414,2021-06-19 17:16:42.362972,2021-06-19 17:16:44.950634,0 days 00:00:02.587662,0,0.7044121314824888,10,1,30,25,87,"[1246, 4258]",COMPLETE
4385,4385,0.2294936153298154,2.766785144805908,2021-06-19 17:16:44.953504,2021-06-19 17:16:47.725586,0 days 00:00:02.772082,10,0.7044121314824888,10,1,30,26,87,"[3105, 3105]",COMPLETE
4386,4386,0.23135437491174504,2.5796873569488525,2021-06-19 17:16:47.728216,2021-06-19 17:16:50.313415,0 days 00:00:02.585199,20,0.7044121314824888,10,1,30,25,87,"[1244, 316]",COMPLETE
4387,4387,0.23763476089025404,2.5991342067718506,2021-06-19 17:16:50.316355,2021-06-19 17:16:52.921170,0 days 00:00:02.604815,20,0.775837870117549,10,9,11,26,87,"[2991, 1218]",COMPLETE
4388,4388,0.29142352028856716,3.132979154586792,2021-06-19 17:16:52.924056,2021-06-19 17:16:56.062664,0 days 00:00:03.138608,20,0.7044121314824888,6,1,24,14,87,"[900, 1205]",COMPLETE
4389,4389,0.23761695051833023,2.6876633167266846,2021-06-19 17:16:56.065498,2021-06-19 17:16:58.758818,0 days 00:00:02.693320,10,0.603627004462215,9,9,30,25,87,"[908, 316]",COMPLETE
4390,4390,0.23416257972262638,2.584235191345215,2021-06-19 17:16:58.763896,2021-06-19 17:17:01.361451,0 days 00:00:02.597555,10,0.7492482924832433,10,1,22,26,87,"[900, 849]",COMPLETE
4391,4391,0.3218952953929757,9.178380250930786,2021-06-19 17:17:01.364362,2021-06-19 17:17:10.548455,0 days 00:00:09.184093,20,0.7044121314824888,0,1,30,25,87,"[908, 2063]",COMPLETE
4392,4392,0.23828991495445756,2.5541207790374756,2021-06-19 17:17:10.551289,2021-06-19 17:17:13.111038,0 days 00:00:02.559749,10,0.7492482924832433,10,1,8,25,87,"[1897, 316]",COMPLETE
